"locus_tag","gene","function.","logFC","logCPM","PValue","q.value"
"BW25113_0052","pdxA","4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent",-0.525101680818928,2.74151805521654,0.264830020358916,0.701208140290064
"BW25113_0053","surA","peptidyl-prolyl cis-trans isomerase (PPIase)",0.297279303739026,5.07431333848482,0.344476087262305,0.772923812521307
"BW25113_0054","lptD","LPS assembly OM complex LptDE, beta-barrel component",NA,NA,NA,NA
"BW25113_0055","djlA","membrane-anchored DnaK co-chaperone, DNA-binding protein",0.248742506575595,8.32104513048752,0.165225063169722,0.576276285542397
"BW25113_0058","rluA","dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent",0.0804725268583551,7.60532836887832,0.665575198353003,0.922467906217656
"BW25113_0059","rapA","RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase",-0.218936720746462,9.39121508107542,0.308131694931982,0.748133310152651
"BW25113_0060","polB","DNA polymerase II",0.000389328618957695,9.23509334416139,0.998252262696077,0.999362053260568
"BW25113_0061","araD","undefined product",-0.0342329302033364,7.12680717441101,0.857178305507468,0.970801726040529
"BW25113_0064","araC","ara regulon transcriptional activator; autorepressor",0.0645197357447122,7.57762337265534,0.727284036463161,0.942227477472138
"BW25113_0065","yabI","DedA family inner membrane protein",0.284883035689387,7.15433759992392,0.170830204439457,0.582653018713147
"BW25113_0066","thiQ","thiamine, thiamine pyrophosphate ABC transporter ATPase; ThiBPQ thiamine, thiamine pyrophosphate importer",0.0395760826356464,7.0077226203019,0.836519103127712,0.965269885686206
"BW25113_0067","thiP","thiamine, thiamine pyrophosphate ABC transporter permease; ThiBPQ thiamine, thiamine pyrophosphate importer",0.0250682419470783,8.62017854635555,0.907765729883468,0.978427991783515
"BW25113_0068","thiB","thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein; ThiBPQ thiamine, thiamine pyrophosphate importer",0.106941386982209,7.62118123114366,0.59973195741449,0.908430846370664
"BW25113_0069","sgrR","transcriptional DNA-binding transcriptional activator of sgrS sRNA",0.181529382424414,8.64737439117454,0.366685023908319,0.794154228345717
"BW25113_0070","setA","broad specificity sugar efflux system",0.30966270639403,8.75665753912095,0.0824520266080533,0.404524716723715
"BW25113_0071","leuD","3-isopropylmalate dehydratase small subunit",0.192988516534155,7.69896768893713,0.339699166657528,0.770663663723611
"BW25113_0072","leuC","3-isopropylmalate dehydratase large subunit",0.114414240368253,8.35177096784873,0.520288697749563,0.8729031257967
"BW25113_0073","leuB","3-isopropylmalate dehydrogenase, NAD(+)-dependent",0.122369326473146,7.91216871413521,0.567523763448128,0.89470840206492
"BW25113_0074","leuA","2-isopropylmalate synthase",0.0572766429966129,8.47202846017056,0.769650613175432,0.948751416452664
"BW25113_0075","leuL","leu operon leader peptide",-0.0219996308268458,8.73594509000909,0.901977679674795,0.97647300220664
"BW25113_0076","leuO","global transcription factor",0.272800018810413,9.35691685116441,0.130027723368284,0.518430614741738
"BW25113_0077","ilvI","acetolactate synthase 3 large subunit",0.0618720754550123,9.48145169547352,0.715676250446402,0.933572681151198
"BW25113_0078","ilvH","acetolactate synthase 3, small subunit, valine-sensitive",-0.00170601456954347,7.71195591655687,0.992788381331575,0.997096440819575
"BW25113_0080","cra","transcriptional repressor-activator for carbon metabolism",1.23804049203338,7.1597366475709,5.87922265276927e-10,6.04655437442501e-08
"BW25113_0081","mraZ","RsmH methytransferase inhibitor",0.230424503002836,6.31377222015617,0.264570399666385,0.701208140290064
"BW25113_0082","rsmH","16S rRNA m(4)C1402 methyltransferase, SAM-dependent",0.65047433532498,6.16111360976338,0.0230205312506313,0.189990433840087
"BW25113_0083","ftsL","membrane bound cell division protein at septum containing leucine zipper motif",NA,NA,NA,NA
"BW25113_0084","ftsI","transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)",NA,NA,NA,NA
"BW25113_0085","murE","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase",NA,NA,NA,NA
"BW25113_0086","murF","UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase",NA,NA,NA,NA
"BW25113_0087","mraY","phospho-N-acetylmuramoyl-pentapeptide transferase",NA,NA,NA,NA
"BW25113_0088","murD","UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase",2.69002073402219,2.57407886577866,5.7951553851649e-08,4.15078004462436e-06
"BW25113_0089","ftsW","lipid II flippase; integral membrane protein involved in stabilizing FstZ ring during cell division",NA,NA,NA,NA
"BW25113_0090","murG","N-acetylglucosaminyl transferase",NA,NA,NA,NA
"BW25113_0091","murC","UDP-N-acetylmuramate:L-alanine ligase",NA,NA,NA,NA
"BW25113_0092","ddlB","D-alanine:D-alanine ligase",0.101735881712911,6.55984188672159,0.714755413871998,0.933572681151198
"BW25113_0093","ftsQ","divisome assembly protein, membrane anchored protein involved in growth of wall at septum",0.302966029352241,3.60292043512568,0.384342537188589,0.800830086578406
"BW25113_0094","ftsA","ATP-binding cell division protein involved in recruitment of FtsK to Z ring",NA,NA,NA,NA
"BW25113_0095","ftsZ","GTP-binding tubulin-like cell division protein",NA,NA,NA,NA
"BW25113_0096","lpxC","UDP-3-O-acyl N-acetylglucosamine deacetylase",NA,NA,NA,NA
"BW25113_0097","secM","regulator of secA translation",0.624146147639999,4.39212830434937,0.0552876909595467,0.325159719118389
"BW25113_0098","secA","preprotein translocase subunit, ATPase",NA,NA,NA,NA
"BW25113_0099","mutT","nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP",-0.0718364305692801,6.00877634349137,0.74190010159432,0.944350301870458
"BW25113_0101","yacG","DNA gyrase inhibitor",1.238171965815,4.17055644464455,4.30427015501522e-05,0.00142681219766662
"BW25113_0102","zapD","FtsZ stabilizer",-0.22205048365255,6.22706921459564,0.299161770992443,0.740702384846104
"BW25113_0103","coaE","dephospho-CoA kinase",NA,NA,NA,NA
"BW25113_0104","guaC","GMP reductase",-0.0408498842908247,7.43641748704987,0.828986309892917,0.961905643458567
"BW25113_0106","hofC","assembly protein in type IV pilin biogenesis, transmembrane protein",0.0707021598859186,7.711905868303,0.714441817633109,0.933572681151198
"BW25113_0107","hofB","T2SE secretion family protein; P-loop ATPase superfamily protein",-0.396338354996762,7.89751601609958,0.0342751962288793,0.2440563098886
"BW25113_0108","ppdD","putative prepilin peptidase-dependent pilin",0.0889896562047984,6.21023479389402,0.675382426800022,0.923009162275509
"BW25113_0109","nadC","quinolinate phosphoribosyltransferase",0.0290198251653746,6.96704473986069,0.900985708892637,0.976452497608939
"BW25113_0110","ampD","1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; murein amidase",-0.476349812327694,6.51828685675208,0.021173676741293,0.180761669481897
"BW25113_0111","ampE","ampicillin resistance inner membrane protein; putative signaling protein in beta-lactamase regulation",-0.214168839793869,7.57318661520381,0.255855308520334,0.693880887006186
"BW25113_0112","aroP","aromatic amino acid transporter",-0.0128062281692145,8.63373238225385,0.942512122209314,0.987176834214894
"BW25113_0113","pdhR","pyruvate dehydrogenase complex repressor; autorepressor",0.303413925435833,7.14239877408792,0.13192434293088,0.522207821535499
"BW25113_0114","aceE","pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding",1.64002284893684,5.7738381942651,3.15526627390358e-10,3.42047919584521e-08
"BW25113_0115","aceF","pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2",2.48995714573909,5.20649957262157,2.32230208108794e-18,6.65339546231694e-16
"BW25113_0116","lpd","lipoamide dehydrogenase, E3 component is part of three enzyme complexes",NA,NA,NA,NA
"BW25113_0117","yacH","uncharacterized protein",-0.296878999910621,8.57506731698884,0.0897270223515218,0.428957195055964
"BW25113_0118","acnB","bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase",0.347623098001024,4.47136501563009,0.228367189867346,0.654703624285966
"BW25113_0119","yacL","UPF0231 family protein",-0.656556774769429,6.66905600756392,0.00797318302162811,0.0943375725656352
"BW25113_0120","speD","S-adenosylmethionine decarboxylase",0.0205979503279867,7.32582074271358,0.919289732676821,0.979552811442072
"BW25113_0121","speE","spermidine synthase (putrescine aminopropyltransferase)",0.33624346551297,6.76306647208476,0.159620484715658,0.569697473459137
"BW25113_0122","yacC","PulS_OutS family protein",-0.163720399155945,6.49475920908108,0.433909349296076,0.826798289798842
"BW25113_0123","cueO","multicopper oxidase (laccase)",-0.182960082298616,8.00659713381134,0.334927767822186,0.766329857268878
"BW25113_0124","gcd","glucose dehydrogenase",-0.134566260571596,9.25911915992507,0.537338264690001,0.879006565571192
"BW25113_0125","hpt","hypoxanthine phosphoribosyltransferase",0.738513767163385,5.04807923490173,0.0104416093004332,0.11437050747649
"BW25113_0126","can","carbonic anhydrase",NA,NA,NA,NA
"BW25113_0127","yadG","putative ABC superfamily transporter ATP-binding subunit",0.0924353006961604,7.30527674514054,0.650627213365234,0.917879873438874
"BW25113_0128","yadH","inner membrane putative ABC superfamily transporter permease",0.0790057063263506,7.52335129269727,0.671241426914569,0.922595714104963
"BW25113_0129","yadI","putative PTS Enzyme IIA",-0.448943255960687,6.47039313864354,0.0309894356565668,0.231468578060502
"BW25113_0130","yadE","putative polysaccharide deacetylase lipoprotein",-0.000373173113381345,7.87402395085509,0.998365431916005,0.999362053260568
"BW25113_0131","panD","aspartate 1-decarboxylase",-0.13759867675309,5.44729109339439,0.628130855766432,0.911064154594844
"BW25113_0132","rpnC","transposase_31 family protein",-0.00498336676297721,7.84687157683761,0.981746848565346,0.995937312657871
"BW25113_0133","panC","pantothenate synthetase",0.0987693807854994,7.09610100666642,0.611621390930575,0.911064154594844
"BW25113_0134","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase",0.0719242475262177,7.52304661785753,0.735994925190813,0.943663992632082
"BW25113_0135","yadC","putative fimbrial-like adhesin protein",-0.231649214664588,8.92916630135075,0.234499720398962,0.661786609521255
"BW25113_0136","yadK","putative fimbrial-like adhesin protein",-0.181897446092584,4.89172204269323,0.513331109341123,0.8729031257967
"BW25113_0137","yadL","putative fimbrial-like adhesin protein",-0.0474472792407448,7.24381378031357,0.817161614218001,0.961147459178212
"BW25113_0138","yadM","putative fimbrial-like adhesin protein",-0.541733170870845,5.98674222862118,0.0286195810329685,0.221320351467683
"BW25113_0139","htrE","putative outer membrane usher protein",-0.0497479875164862,10.633798935616,0.793148737485116,0.955471448583755
"BW25113_0140","yadV","putative fimbrial chaperone YadV",-0.0883961854027615,9.08327620340212,0.633470240809225,0.912280323055014
"BW25113_0141","yadN","putative fimbrial-like adhesin protein",-0.0617896095401465,6.00326377870351,0.797713152742093,0.956386176562002
"BW25113_0142","folK","2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase",-1.24084989729275,3.48613537311883,0.00189489971714449,0.0313155570194471
"BW25113_0143","pcnB","poly(A) polymerase",-0.118599759802225,7.24119843464474,0.531578896286336,0.877433313993618
"BW25113_0144","gluQ","glutamyl-Q tRNA(Asp) synthetase",-0.0271001693067593,7.08128915842063,0.89486042796297,0.9760039792474
"BW25113_0145","dksA","transcriptional regulator of rRNA transcription, DnaK suppressor protein",-0.692573823170033,5.69851003342559,0.00839376128217695,0.0978702805314295
"BW25113_0146","sfsA","sugar fermentation stimulation protein A",-0.0190445731507841,8.15851982766586,0.915595839635802,0.979321310074454
"BW25113_0147","ligT","2'-5' RNA ligase",-0.239474609245735,6.76501361616495,0.226130177393335,0.650852807091373
"BW25113_0148","hrpB","putative ATP-dependent helicase",0.0289629215508851,9.20651094647259,0.895269701352632,0.9760039792474
"BW25113_0149","mrcB","fused glycosyl transferase and transpeptidase",-0.262779318455844,8.76580136906098,0.147733202440233,0.551503416812503
"BW25113_0150","fhuA","ferrichrome outer membrane transporter",-0.00991221875500622,9.23103695461301,0.958146200069581,0.989459509436151
"BW25113_0151","fhuC","iron-hydroxamate transporter subunit",-0.101376454301232,7.57797693490354,0.626439013047066,0.911064154594844
"BW25113_0152","fhuD","iron-hydroxamate transporter subunit",-0.123939729923604,7.2244938657767,0.617628777229834,0.911064154594844
"BW25113_0153","fhuB","fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components",-0.20009535627732,8.39614979177044,0.260380561951446,0.696246280175564
"BW25113_0154","hemL","glutamate-1-semialdehyde aminotransferase (aminomutase)",NA,NA,NA,NA
"BW25113_0155","clcA","H(+)/Cl(-) exchange transporter",-0.285707700600788,8.58946350880229,0.114407929048644,0.490042538658205
"BW25113_0156","erpA","iron-sulfur cluster insertion protein",NA,NA,NA,NA
"BW25113_0157","yadS","UPF0126 family inner membrane protein",0.174214058021387,6.74389626125383,0.434915665688223,0.827924901430358
"BW25113_0158","btuF","vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily",0.102592379791014,6.55917035000101,0.68167408867171,0.923009162275509
"BW25113_0159","mtn","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase",3.26412766740618,1.46180874035585,0.0054874880438642,0.0714620602075952
"BW25113_0160","dgt","deoxyguanosine triphosphate triphosphohydrolase",0.0244516756519114,10.4730998367139,0.885479606173514,0.975291338299153
"BW25113_0161","degP","serine endoprotease (protease Do), membrane-associated",-0.0323762999801759,7.82508456322455,0.866766107747363,0.972513364836636
"BW25113_0162","cdaR","carbohydrate diacid regulon transcriptional regulator; autoregulator",-0.0663930100205253,7.62539460511786,0.733576160536021,0.942573100792055
"BW25113_0163","yaeH","UPF0325 family protein",0.0478938393868839,6.22789701184125,0.822710814188899,0.961905643458567
"BW25113_0164","yaeI","phosphodiesterase with model substrate bis-pNPP",-0.221423358093306,7.56547157781757,0.353439391230233,0.78088953673326
"BW25113_0166","dapD","2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",NA,NA,NA,NA
"BW25113_0167","glnD","uridylyltransferase",-0.107787732468383,5.23920695938541,0.669140738578491,0.922595714104963
"BW25113_0168","map","methionine aminopeptidase",-2.01848128070134,1.88919687548994,0.00215698722351353,0.035027027342157
"BW25113_0169","rpsB","30S ribosomal subunit protein S2",2.22500343559156,1.82878915746324,0.0178547999049653,0.16129640184418
"BW25113_0170","tsf","translation elongation factor EF-Ts",NA,NA,NA,NA
"BW25113_0171","pyrH","uridylate kinase",NA,NA,NA,NA
"BW25113_0172","frr","ribosome recycling factor",NA,NA,NA,NA
"BW25113_0173","dxr","1-deoxy-D-xylulose 5-phosphate reductoisomerase",NA,NA,NA,NA
"BW25113_0174","ispU","undecaprenyl pyrophosphate synthase",-1.30181321935288,3.121535874142,0.00472352483468539,0.063577376214507
"BW25113_0175","cdsA","CDP-diglyceride synthase",NA,NA,NA,NA
"BW25113_0176","rseP","inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease",NA,NA,NA,NA
"BW25113_0177","bamA","BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor",NA,NA,NA,NA
"BW25113_0178","skp","periplasmic chaperone",-0.622331969592418,5.12353952648506,0.0148326266253642,0.143013618736384
"BW25113_0179","lpxD","UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase",NA,NA,NA,NA
"BW25113_0180","fabZ","(3R)-hydroxymyristol acyl carrier protein dehydratase",NA,NA,NA,NA
"BW25113_0181","lpxA","UDP-N-acetylglucosamine acetyltransferase",NA,NA,NA,NA
"BW25113_0182","lpxB","tetraacyldisaccharide-1-P synthase",NA,NA,NA,NA
"BW25113_0183","rnhB","ribonuclease HII, degrades RNA of DNA-RNA hybrids",-0.0165099262692113,5.10398195778524,0.949521238642688,0.989403403103332
"BW25113_0184","dnaE","DNA polymerase III alpha subunit",NA,NA,NA,NA
"BW25113_0185","accA","acetyl-CoA carboxylase, carboxytransferase, alpha subunit",NA,NA,NA,NA
"BW25113_0186","ldcC","lysine decarboxylase 2, constitutive",-0.187204619189243,7.90240554182264,0.298266415392938,0.739022013410873
"BW25113_0187","yaeR","putative lyase",0.107653419967617,5.68041530098144,0.638648578647769,0.913808870115852
"BW25113_0188","tilS","tRNA(Ile)-lysidine synthetase",0.391759544615906,3.79641104334969,0.308046617253093,0.748133310152651
"BW25113_0189","rof","modulator of Rho-dependent transcription termination",-0.921968099644487,4.66928264357403,0.00236678576666069,0.0375224415418025
"BW25113_0190","yaeQ","PDDEXK superfamily protein",-0.210651149077508,6.01996525348776,0.449092427195811,0.835144038643632
"BW25113_0191","arfB","alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached",-0.163320088803686,6.15267669367568,0.448812850399844,0.835144038643632
"BW25113_0192","nlpE","lipoprotein involved with copper homeostasis and adhesion",0.0796606102171441,7.49590573420861,0.704925797614362,0.929910278043057
"BW25113_0193","yaeF","putative lipoprotein",-0.0101422509754893,7.31436947243621,0.960021695473033,0.989707900652596
"BW25113_0194","proS","prolyl-tRNA synthetase",NA,NA,NA,NA
"BW25113_0195","tsaA","tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent",-0.118855352732344,6.98899327915087,0.635066552953228,0.912346120112753
"BW25113_0196","rcsF","putative outer membrane protein",0.0634651613782202,7.14296772221317,0.817612031242977,0.961147459178212
"BW25113_0197","metQ","DL-methionine transporter subunit",0.0471479721605111,7.23621223497261,0.82683306011979,0.961905643458567
"BW25113_0198","metI","DL-methionine transporter subunit",0.250144777625469,7.40152770444747,0.396595778207493,0.809539779333463
"BW25113_0199","metN","DL-methionine transporter subunit",0.00555020431017715,7.81709399112009,0.983280024332518,0.995937312657871
"BW25113_0200","gmhB","D,D-heptose 1,7-bisphosphate phosphatase",3.35221272220629,5.67864857865161,1.07021050805352e-34,7.15435724633775e-32
"BW25113_0201","rrsH","#N/A",NA,NA,NA,NA
"BW25113_0202","ileV","#N/A",NA,NA,NA,NA
"BW25113_0203","alaV","#N/A",NA,NA,NA,NA
"BW25113_0204","rrlH","#N/A",0.306021461731866,3.57903612642063,0.397233675350251,0.810075429123401
"BW25113_0205","rrfH","#N/A",NA,NA,NA,NA
"BW25113_0206","aspU","#N/A",NA,NA,NA,NA
"BW25113_0207","dkgB","2,5-diketo-D-gluconate reductase B",-0.15383259304487,5.65024890398954,0.501914875080007,0.870000243710419
"BW25113_0208","yafC","LysR family putative transcriptional regulator",0.0907656000575211,5.75989901921479,0.710206577371355,0.932438435677615
"BW25113_0209","yafD","endo/exonuclease/phosphatase family protein",0.0351483316250999,6.17292124936455,0.873697566113279,0.973637050848134
"BW25113_0210","yafE","putative S-adenosyl-L-methionine-dependent methyltransferase",-0.196674541985045,6.4029433553217,0.353940956814028,0.78088953673326
"BW25113_0211","mltD","putative membrane-bound lytic murein transglycosylase D",-0.0196713573522947,7.82606937896036,0.938513425143159,0.986228033837788
"BW25113_0212","gloB","hydroxyacylglutathione hydrolase",-0.423528051404442,5.5178449927825,0.0825992877079836,0.404524716723715
"BW25113_0213","yafS","putative S-adenosyl-L-methionine-dependent methyltransferase",0.089909388560791,5.76388506472901,0.702550377878283,0.929910278043057
"BW25113_0214","rnhA","ribonuclease HI, degrades RNA of DNA-RNA hybrids",1.35773618731016,5.46358511502666,7.27828840830062e-08,5.03331289753341e-06
"BW25113_0215","dnaQ","DNA polymerase III epsilon subunit",2.57057069682078,1.72866166301748,0.0169378986686322,0.156179107034216
"BW25113_0216","aspV","#N/A",-0.219825158134326,4.69186442353736,0.543242896273569,0.881451155725439
"BW25113_0217","yafT","lipoprotein",0.00475219644520703,6.41979617993324,0.982323419963951,0.995937312657871
"BW25113_0218","yafU","undefined product",0.108234385347853,6.14755786855434,0.651753395978915,0.918530123562513
"BW25113_0219","yafV","putative NAD(P)-binding C-N hydrolase family amidase",0.266702525930052,7.00722732632842,0.177986182820706,0.594227364887565
"BW25113_0220","ivy","inhibitor of c-type lysozyme, periplasmic",0.0727246049721961,7.2720830276789,0.755060030790133,0.947502580581967
"BW25113_0221","fadE","acyl coenzyme A dehydrogenase",0.128554039363764,8.37198696721086,0.464490079701872,0.841880831758525
"BW25113_0222","gmhA","D-sedoheptulose 7-phosphate isomerase",NA,NA,NA,NA
"BW25113_0223","yafJ","putative amidotransfease",0.457861290263567,7.52354353198641,0.0171129352340714,0.157431154183166
"BW25113_0224","ldtF","L,D-transpeptidase domain-containing protein LdtF",-0.149891149858185,7.71391301176786,0.445270507523229,0.833013062348728
"BW25113_0225","yafQ","translation inhibitor toxin of toxin-antitoxin pair YafQ/DinJ",-0.0747825339156493,6.41157025246951,0.754896568155941,0.947502580581967
"BW25113_0226","dinJ","antitoxin of YafQ-DinJ toxin-antitoxin system",-0.265332411763745,6.63183141102815,0.188158714974146,0.607163801899677
"BW25113_0227","yafL","putative lipoprotein and C40 family peptidase",-0.00932634658394814,7.00400091817024,0.962786957514758,0.990443315360783
"BW25113_0228","rayT","RAYT REP element-mobilizing transposase; TnpA(REP)",-0.155391906255767,7.18676123026336,0.413470457758134,0.816960594122106
"BW25113_0229","lfhA","undefined product",0.029089311721408,8.18967453329834,0.88569827956124,0.975291338299153
"BW25113_0230","lafU","undefined product",-0.0471208551965164,6.66373466276222,0.812930850541747,0.960414486558478
"BW25113_0231","dinB","DNA polymerase IV",-0.2426626737229,6.83395310066804,0.313069107584793,0.75237878401594
"BW25113_0232","yafN","antitoxin of the YafO-YafN toxin-antitoxin system",2.29559254222201,1.49043938232595,0.00299922661162237,0.0457410568031077
"BW25113_0233","yafO","mRNA interferase toxin of the YafO-YafN toxin-antitoxin system",0.479910915588577,6.53514087380753,0.0778913645475767,0.394472554545871
"BW25113_0234","yafP","putative acyl-CoA transferase",0.642161428285513,2.92262342938647,0.132952146740437,0.522273357634036
"BW25113_0235","ykfJ","undefined product",-0.065866308248099,7.20519793244854,0.745731220872667,0.946559470544389
"BW25113_0236","prfH","undefined product",-0.188367350772097,7.2061972345894,0.336252028448271,0.767182529070542
